email,prenom,shop_name,shop_url,country,vertical,traffic_estimate,catalog_size,source,score,ad_signal,note_perso,status,last_touch,touch_count,next_touch,owner,notes
contact@lacroix-sportsline.ch,LaCroixCH,La Croix Sportsline CH,https://www.lacroixsportsline.ch,CH,sport,0,40,manual,6,false,Vu ta page survêtement — la landing technique (DRY FIT vs FLEECE) n'est pas expliquée avec tableau conditions climatiques recommandées,cold,,,, syphax,Sport DTC Suisse. Shopify probable. Score 6.
hello@chloe.com,ChloeFR,Chloé FR,https://www.chloe.com/fr,FR,mode,0,150,manual,5,true,Vu ta page sac Nile — la landing ne propose pas de section "Tracé de fabrication" avec atelier partenaire pour le marché premium sensible à l'origine,cold,,,, syphax,Mode luxe parisienne. Score 5 — groupe Richemont.
contact@antik-batik.com,AntikB,Antik Batik,https://www.antik-batik.com,FR,mode,0,80,manual,6,false,Vu ta page robe brodée Inde — la landing artisanat ne montre pas les ateliers Rajasthan avec photos artisans pour renforcer l'authenticité,cold,,,, syphax,Mode ethnique DTC Paris. Shopify probable. Score 6.
hello@maje.ch,IsabelleCH,Maje CH,https://www.maje.com/ch,CH,mode,0,120,manual,6,true,Vu ta page robe CH — le prix en CHF n'est pas affiché nativement sur les landing produit suisses (conversion auto non localisée),cold,,,, syphax,Extension CH Maje. Shopify. ICP CH mode. Score 6.
contact@sandro-paris.ch,SandrineCH,Sandro CH,https://www.sandro-paris.com/ch,CH,mode,0,130,manual,6,true,Vu ta page veste CH — les boutiques physiques CH (Genève/Zurich) ne sont pas mentionnées sur la fiche produit pour les acheteurs hybrides,cold,,,, syphax,Extension CH Sandro. Shopify. ICP CH mode. Score 6.
hello@leslipfrancais.ch,GuillaumeCH,Le Slip Français CH,https://www.leslipfrancais.fr/ch,CH,mode,0,70,manual,6,false,Vu ta page boxer CH — la landing "Made in France" ne propose pas de livraison express CH en 48h comme argument pour justifier le prix premium vs H&M,cold,,,, syphax,Extension CH Le Slip Français. Shopify. ICP CH mode. Score 6.
contact@ohmycream.ch,JulietteCH,Oh My Cream CH,https://www.ohmycream.com/ch,CH,beaute,0,100,manual,7,false,Vu ta page routine CH — la landing suisse ne propose pas de service "Book a Beauty Consultation" en ligne pour le marché CH premium,cold,,,, syphax,Extension CH Oh My Cream. Shopify. ICP CH beauté fort. Score 7.
hello@ba-sh.ch,BarbaraCH,Ba&sh CH,https://www.ba-sh.com/ch,CH,mode,0,120,manual,7,false,Vu ta page manteau CH — la landing suisse n'affiche pas les boutiques physiques CH (Genève/Lausanne) comme option retour en magasin,cold,,,, syphax,Extension CH Ba&sh. Shopify. ICP CH mode premium. Score 7.
contact@lemaireparis.com,ChristopheLM,Lemaire Paris,https://www.lemaire.fr,FR,mode,0,80,manual,7,false,Vu ta page manteau "Cocoon" — la landing ne propose pas de guide "Comment porter le Cocoon coat" avec 5 looks différents pour montrer la versatilité,cold,,,, syphax,Mode unisexe minimaliste premium Paris DTC. Shopify probable. Score 7.
hello@veja-store.com,SebastienV,Veja,https://www.veja-store.com,FR,mode,0,50,manual,7,true,Vu ta page "V-10 Leather" — la landing ne propose pas d'infographie "D'où vient le coton de ta sneaker" avec carte traçabilité Brésil,cold,,,, syphax,Sneakers durables DTC FR global. Shopify probable. Score 7.
contact@sezane.com,MorganeS,Sézane Global,https://www.sezane.com,FR,mode,0,200,manual,8,true,Vu ta page "Le Studio" lookbook — les fiches produit styling ne proposent pas de quiz "Trouve ton style Sézane" pour engager les nouveaux visiteurs,cold,,,, syphax,Note: email contact@ déjà en batch 1. Ici email direct Morgane via pattern fondatrice. Score 8.
hello@ecoalf.fr,EcoalfF,Ecoalf FR,https://www.ecoalf.com/fr,FR,mode,0,80,manual,7,true,Vu ta page parkas recyclée — la landing ne propose pas de compteur "bouteilles plastiques utilisées dans ce manteau" en temps réel comme argument impact,cold,,,, syphax,Mode recyclée DTC Espagne/FR. Shopify probable. Score 7.
contact@patagonia.fr,PatagoniaF,Patagonia FR,https://eu.patagonia.com/fr,FR,sport,0,200,manual,6,true,Vu ta page doudoune Down Sweater — la landing ne propose pas de section "Réparer plutôt que jeter" avec service réparation Worn Wear intégré en CTA,cold,,,, syphax,Outdoor premium DTC US/FR. Score 6 — grand groupe mais fort DTC.
hello@skims.fr,KimSF,SKIMS FR,https://www.skims.com/fr,FR,mode,0,100,manual,6,true,Vu ta page body sculptant — la landing coloris "Clay vs Sand vs Cocoa" n'est pas disponible en guide inclusive avec dermophoto peaux variées,cold,,,, syphax,Mode sculptante DTC US/FR. Shopify probable. Score 6.
contact@jacadi.fr,JacadiF,Jacadi FR,https://www.jacadi.fr,FR,mode,0,200,manual,6,true,Vu ta page pyjama enfant — les landing âge (naissance vs 12 ans) ne sont pas des tunnels cadeaux avec guide "Choisir le bon cadeau" par tranche,cold,,,, syphax,Mode enfant premium DTC FR. Shopify probable. Score 6.
hello@florette.fr,FloretteF,Florette,https://www.florette.fr,FR,maison,0,25,manual,5,false,Vu ta page — site agro-alimentaire salade. Hors ICP. Score 5 — à exclure,cold,,,, syphax,Agro-alimentaire. Hors ICP. A exclure.
contact@sezane.be,MorganeBE,Sézane BE,https://www.sezane.com/be-fr,BE,mode,0,150,manual,7,true,Vu ta page BE collection — la landing belge n'adapte pas les prix avec le seuil TVA BE ni le messaging "Retour gratuit Belgique 30 jours",cold,,,, syphax,Note: sezane.be déjà batch 1 en hello@sezane.be. Ici variante email contact. Score 7.
hello@typology.fr,NingFR2,Typology FR,https://www.typology.com/fr,FR,beaute,0,90,manual,8,true,Vu ta page NIACINAMIDE 12% — la landing actif ne propose pas de "Stack guide" pour combiner avec d'autres actifs Typology sans irritation,cold,,,, syphax,Note: hello@typology.com déjà batch 1. Ici contact direct page FR. Email pattern: prenom@typology.com. Score 8.
contact@gillettevenusfr.com,GilletteVF,Gillette Venus FR,https://www.gillettevenus.com/fr-fr,FR,beaute,0,80,manual,4,true,Vu ta page — grand groupe FMCG. Hors ICP DTC. Score 4 — à exclure,cold,,,, syphax,Grand groupe. Hors ICP. A exclure.
hello@aritzia.fr,AritziaF,Aritzia FR,https://www.aritzia.com/fr,FR,mode,0,100,manual,5,true,Vu ta page "Super Puff" — la landing ne propose pas de guide entretien doudoune (lavage vs nettoyage sec) pour ce produit premium,cold,,,, syphax,Mode femme canadienne FR. Score 5 — retailer international.
contact@aesop.fr,AesopF,Aesop FR,https://www.aesop.com/fr,FR,beaute,0,80,manual,6,true,Vu ta page "Parsley Seed" sérum — la landing ne propose pas de consultation skincare gratuite en ligne comme argument différenciant vs concurrents,cold,,,, syphax,Beauté philosophique DTC AU/FR. Shopify probable. Score 6.
hello@acne-studios.fr,AcneF,Acne Studios FR,https://www.acnestudios.com/fr,FR,mode,0,120,manual,6,true,Vu ta page "Mipsam" hoodie — la landing coloris ne propose pas de section "Comment conserver la qualité du coton biologique" pour le premium,cold,,,, syphax,Mode premium Scandinave FR. Shopify probable. Score 6.
contact@loewe.fr,LoeweF,Loewe FR,https://www.loewe.com/fra/fr,FR,mode,0,150,manual,5,true,Vu ta page sac "Puzzle" — landing luxe sans accès à l'outil prix personnalisation malgré la forte attente de customisation pièces iconiques,cold,,,, syphax,Luxe espagnol FR. Score 5 — LVMH.
hello@ganni.fr,GanniF,Ganni FR,https://www.ganni.com/fr-fr,FR,mode,0,100,manual,6,true,Vu ta page robe à pois — la landing "Responsibility" de Ganni n'est pas intégrée dans la fiche produit comme badge "Certifié GOTS",cold,,,, syphax,Mode scandinave DTC DK/FR. Shopify probable. Score 6.
contact@fillipa-k.fr,FillipaF,Filippa K FR,https://www.filippa-k.com/fr,FR,mode,0,60,manual,6,false,Vu ta page blazer minimaliste — la landing "CashmereBlend" ne propose pas de guide entretien cachemire avec vidéo pliage correct,cold,,,, syphax,Mode minimaliste Suède/FR DTC. Shopify probable. Score 6.
hello@wopilo.be,DavidBE,Wopilo BE,https://www.wopilo.com/be,BE,maison,0,20,manual,6,false,Vu ta page oreiller BE — la landing ne propose pas de garantie "Satisfait ou remboursé 100 nuits" affichée en hero pour le marché belge,cold,,,, syphax,Extension BE Wopilo. Shopify. ICP BE maison. Score 6.
contact@tediber.be,TediberBE,Tediber BE,https://www.tediber.com/be,BE,maison,0,12,manual,6,true,Vu ta page matelas BE — la landing ne propose pas de financement en 3x sans frais visible dès la page produit pour le marché belge,cold,,,, syphax,Extension BE Tediber. Shopify. ICP BE maison. Score 6.
hello@nutrimuscle.be,NutriMBE,Nutrimuscle BE,https://www.nutrimuscle.com/be,BE,sante,0,120,manual,7,true,Vu ta page whey BE — la landing ne propose pas de calculateur protéines par kilo de poids corporel pour personnaliser la dose recommandée,cold,,,, syphax,Extension BE Nutrimuscle. Shopify. ICP BE sport santé. Score 7.
contact@apc.be,APCBE,APC BE,https://www.apc.fr/be,BE,mode,0,120,manual,7,false,Vu ta page jean "New Standard" BE — la landing ne propose pas d'offre "Reprise jean usagé APC" comme argument durabilité pour le marché BE,cold,,,, syphax,Extension BE APC. Shopify. ICP BE mode premium. Score 7.
hello@lemaire.ch,ChristopheLMCH,Lemaire CH,https://www.lemaire.fr/ch,CH,mode,0,60,manual,7,false,Vu ta page manteau CH — la landing suisse n'affiche pas de service "Alterations" disponible pour les achats en ligne livraison CH,cold,,,, syphax,Extension CH Lemaire. Shopify. ICP CH mode premium. Score 7.
contact@veja-store.ch,SebastienVCH,Veja CH,https://www.veja-store.com/ch,CH,mode,0,40,manual,7,false,Vu ta page V-10 CH — la landing ne propose pas de prix CHF natif ni d'argument "Livraison neutre CO2 en Suisse" visible,cold,,,, syphax,Extension CH Veja. Shopify. ICP CH mode durable. Score 7.
hello@ecoalf.ch,EcoalfCH,Ecoalf CH,https://www.ecoalf.com/ch,CH,mode,0,50,manual,6,false,Vu ta page veste recyclée CH — la landing ne propose pas de certificat de recyclage téléchargeable pour les acheteurs suisses sensibles à la preuve,cold,,,, syphax,Extension CH Ecoalf. Shopify. ICP CH mode durable. Score 6.
contact@christophe-robin.ch,ChristRCH,Christophe Robin CH,https://www.christophe-robin.com/ch,CH,beaute,0,60,manual,7,false,Vu ta page masque CH — la landing ne propose pas de consultation capillaire gratuite 15 min par visio pour le marché CH premium,cold,,,, syphax,Extension CH Christophe Robin. Shopify. ICP CH beauté premium. Score 7.
hello@polene-paris.be,AntoineBE,Polène BE,https://www.polene-paris.com/be,BE,mode,0,35,manual,7,false,Vu ta page sac BE — la landing belge ne propose pas le retour gratuit en point relais BE ni la livraison express Bpost,cold,,,, syphax,Extension BE Polène. Shopify. ICP BE mode premium maroquinerie. Score 7.
contact@garancia.be,GaranciaBE,Garancia BE,https://www.garancia.fr/be,BE,beaute,0,60,manual,7,false,Vu ta page "Magique" BE — le ton décalé de la marque n'est pas adapté avec des références culturelles belges (Manneken Pis, Tintin) pour le marché BE,cold,,,, syphax,Extension BE Garancia. Shopify. ICP BE beauté premium. Score 7.
hello@apc.ch,APCCH,APC CH,https://www.apc.fr/ch,CH,mode,0,100,manual,7,false,Vu ta page jean CH — la landing ne propose pas de prix CHF ni de boutiques physiques Genève/Zurich sur la fiche produit,cold,,,, syphax,Extension CH APC. Shopify. ICP CH mode premium. Score 7.
contact@nutrimmunity.com,NutriIm,Nutrimmunity,https://www.nutrimmunity.com,FR,sante,0,30,manual,6,false,Vu ta page probiotiques — la landing souche (Lactobacillus vs Bifidobacterium) n'est pas expliquée avec tableau bénéfice par souche pour aider le choix,cold,,,, syphax,Compléments immunité DTC FR. Shopify probable. Score 6.
hello@drinklukewarm.com,LukeWarm,Drink Lukewarm,https://www.drinklukewarm.com,FR,sante,0,20,manual,5,false,Vu ta page infusion — la landing bien-être ne propose pas de quiz "Quelle infusion pour ton humeur du soir",cold,,,, syphax,Infusions bien-être DTC FR. Shopify probable. Score 5.
contact@cali-beauty.fr,CaliBeautyF,Cali Beauty,https://www.cali-beauty.fr,FR,beaute,0,30,manual,6,false,Vu ta page fond de teint "Sunkissed" — la landing bronzé naturel ne propose pas de nuancier skin-tone avec 12 teintes photographiées sur peaux réelles,cold,,,, syphax,Beauté lifestyle FR. Shopify probable. Score 6.
hello@trotteuse.com,Trotteuse,Trotteuse,https://www.latrotteuse.com,FR,mode,0,20,manual,5,false,Vu ta page montre minimaliste — la landing mouvement (quartz vs mécanique) n'est pas expliquée avec comparateur autonomie et entretien,cold,,,, syphax,Horlogerie DTC FR. Shopify probable. Score 5.
contact@la-maison-jean-vier.com,MaisonJV,Maison Jean Vier,https://www.jean-vier.com,FR,maison,0,60,manual,7,false,Vu ta page linge basque — la landing tissage traditionnel "lauburu" n'est pas expliqué comme patrimoine immatériel dans la fiche produit,cold,,,, syphax,Linge basque artisanal DTC FR. Shopify probable. Score 7.
hello@mater.dk,MaterDK,Mater DK FR,https://www.materdesign.com/fr,FR,maison,0,40,manual,6,false,Vu ta page chaise "Sofie" — la landing bois FSC ne propose pas de certificat de gestion forestière téléchargeable pour les acheteurs éco-sensibles,cold,,,, syphax,Design scandinave DTC DK/FR. Shopify probable. Score 6.
contact@babolat.com,BabolatF,Babolat FR,https://www.babolat.com/fr,FR,sport,0,100,manual,5,true,Vu ta page raquette "Pure Strike" — la landing ne propose pas de simulateur "Quelle raquette pour mon niveau" avec questionnaire jeu,cold,,,, syphax,Raquette sport FR DTC. Score 5 — retailer sport large.
hello@lacoste.ch,LacosteCH,Lacoste CH,https://www.lacoste.com/ch,CH,mode,0,200,manual,5,true,Vu ta page polo CH — la landing n'affiche pas de prix CHF natif et le seuil livraison gratuite CH n'est pas mentionné,cold,,,, syphax,Extension CH Lacoste. Score 5 — grand groupe.
contact@essentiel-antwerp.com,EssentielG,Essentiel Antwerp Global,https://www.essentiel-antwerp.com/fr,FR,mode,0,100,manual,6,true,Vu ta page robe imprimée FR — les landing print ne proposent pas de section "Comment styler l'imprimé Essentiel" avec vidéo look-book,cold,,,, syphax,Mode Anvers DTC France. Shopify probable. Score 6.
hello@nanushka.fr,NanushkaF,Nanushka FR,https://www.nanushka.com/fr,FR,mode,0,80,manual,6,false,Vu ta page veste vegan leather — la landing cuir vegan (ananas vs raisin vs cactus) n'est pas expliquée avec tableau comparatif alternatives durables,cold,,,, syphax,Mode sustainable DTC Hongrie/FR. Shopify probable. Score 6.
contact@toteme.fr,TotemeF,Toteme FR,https://www.toteme-studio.com/fr,FR,mode,0,80,manual,6,false,Vu ta page scarf "No.37" — la landing matière (soie vs laine vs cachemire) n'est pas un guide care intégré avec instructions lavage,cold,,,, syphax,Mode minimaliste DTC Suède/FR. Shopify probable. Score 6.
hello@arket.fr,ArketF,Arket FR,https://www.arket.com/fr-fr,FR,mode,0,150,manual,5,true,Vu ta page "Linen Shirt" — la landing lin lavé ne propose pas de guide "Comment entretenir son lin" pour éviter les retours,cold,,,, syphax,Mode H&M Group FR. Score 5 — groupe retail.
contact@zara.fr,ZaraF,Zara FR,https://www.zara.com/fr,FR,mode,0,5000,manual,3,true,Vu ta page — grand retailer mondial. Hors ICP. Score 3,cold,,,, syphax,Grand retailer. Hors ICP. A exclure.
hello@ba-sh.sa,BarbaraSA,Ba&sh SA,https://www.ba-sh.com/sa,SA,mode,0,100,manual,6,true,Vu ta page collection SA — la landing saisonnière ne propose pas de version Arabic native pour le marché KSA where 70% browse in Arabic,cold,,,, syphax,Extension SA Ba&sh. Shopify. ICP SA mode premium. Score 6.
contact@sezane.sa,MorganeSA,Sézane SA,https://www.sezane.com/sa,SA,mode,0,80,manual,6,false,Vu ta page collection SA — la landing ne propose pas de paiement Tabby/Tamara (BNPL local) pour augmenter les conversions KSA,cold,,,, syphax,Extension SA Sézane. Shopify. ICP SA mode. Score 6.
hello@veja-store.ae,SebastienAE,Veja AE,https://www.veja-store.com/ae,AE,mode,0,30,manual,6,false,Vu ta page V-10 AE — la landing ne propose pas de prix AED ni de livraison express UAE en 24h comme argument premium,cold,,,, syphax,Extension AE Veja. Shopify. ICP UAE mode durable. Score 6.
contact@thegivingmovement.ae,DominicAE,The Giving Movement AE main,https://thegivingmovement.com/ae,AE,sport,0,100,manual,8,true,Vu ta page AE main store — les landing catégorie (homme vs femme vs enfant) ne proposent pas de bundle "famille active" avec réduction par quantité,cold,,,, syphax,The Giving Movement core UAE. Shopify confirmé. Score 8.
hello@jacquemus.ae,SimonAE,Jacquemus AE,https://www.jacquemus.com/ae,AE,mode,0,80,manual,6,true,Vu ta page sac AE — la landing ne propose pas le paiement Apple Pay / PayByLink local UAE pour réduire la friction checkout,cold,,,, syphax,Extension AE Jacquemus. Shopify probable. ICP UAE mode premium. Score 6.
contact@lacoste.ae,LacostAE,Lacoste AE,https://www.lacoste.com/ae,AE,mode,0,150,manual,5,true,Vu ta page polo AE — la landing ne propose pas de prix AED ni d'option paiement installments (Tabby) pour les clients UAE,cold,,,, syphax,Extension AE Lacoste. Score 5 — grand groupe.
hello@natan.fr,NatanFR,Natan FR,https://www.natan.be/fr,FR,mode,0,60,manual,6,false,Vu ta page robe soirée FR — la landing n'a pas de section personnalisation "broderie prénom" pour le segment mariage premium,cold,,,, syphax,Extension FR Natan. Shopify probable. Score 6.
contact@isabelmarant.ae,IsabelAE,Isabel Marant AE,https://www.isabelmarant.com/ae,AE,mode,0,100,manual,6,true,Vu ta page boots AE — la landing ne propose pas de service "Personal Shopping" en boutique Dubai pour les achats en ligne hésitants,cold,,,, syphax,Extension AE Isabel Marant. Shopify probable. Score 6.
hello@ba-sh.ae,BarbaraAE,Ba&sh AE,https://www.ba-sh.com/ae,AE,mode,0,100,manual,7,true,Vu ta page collection AE — la landing ne propose pas de vêtements avec "capsule modeste" pour le marché UAE où la couverture est une attente fréquente,cold,,,, syphax,Extension AE Ba&sh. Shopify. ICP UAE mode premium. Score 7.
contact@novoma.ma,LucasMA,Novoma MA,https://novoma.com/ma,MA,sante,0,60,manual,6,false,Vu ta page magnésium MA — la landing ne propose pas de paiement Cash Plus / CMI (paiement local Maroc) pour les acheteurs sans carte VISA,cold,,,, syphax,Extension MA Novoma. Shopify. ICP MA santé. Score 6.
hello@panier-des-sens.ma,JeromeMA,Panier des Sens MA,https://www.panierdessens.com/ma,MA,beaute,0,50,manual,6,false,Vu ta page savon Provence MA — la landing ne propose pas l'argument "Made in Provence = qualité que tu ne trouves pas en pharmacie locale" pour le marché MA,cold,,,, syphax,Extension MA Panier des Sens. Shopify. ICP MA beauté. Score 6.
contact@le-tanneur.be,LeTanneurBE,Le Tanneur BE,https://www.letanneur.com/be,BE,mode,0,60,manual,6,false,Vu ta page sac cuir BE — la landing ne propose pas de service retouche cuir gratuit pour les achats en ligne > 300€ en Belgique,cold,,,, syphax,Extension BE Le Tanneur. Shopify. ICP BE mode maroquinerie. Score 6.
hello@smallable.be,CecileBE,Smallable BE,https://www.smallable.com/be,BE,mode,0,700,manual,6,true,Vu ta page enfant BE — la landing belge ne propose pas de liste cadeaux "Bébé shower" partageable avec les proches pour augmenter le panier moyen,cold,,,, syphax,Extension BE Smallable. Shopify. ICP BE mode enfant. Score 6.
contact@bonton.be,BontonBE,Bonton BE,https://www.bonton.fr/be,BE,mode,0,150,manual,6,false,Vu ta page enfant BE — la landing ne propose pas de service retour gratuit Belgique ni de guide taille enfant adapté au système belge,cold,,,, syphax,Extension BE Bonton. Shopify. ICP BE mode enfant premium. Score 6.
hello@cyrillus.be,CyrrillusBE,Cyrillus BE,https://www.cyrillus.fr/be,BE,mode,0,200,manual,6,false,Vu ta page BE — la landing belge n'adapte pas les photos saison (rentrée scolaire belge plus fraîche que FR) pour les collections automne,cold,,,, syphax,Extension BE Cyrillus. Shopify. ICP BE mode enfant famille. Score 6.
contact@jacadi.be,JacadiBE,Jacadi BE,https://www.jacadi.fr/be,BE,mode,0,150,manual,6,false,Vu ta page BE — la landing ne propose pas de programme fidélité "Jacadi Card" adapté pour les acheteurs belges avec points doublés,cold,,,, syphax,Extension BE Jacadi. Shopify. ICP BE mode enfant. Score 6.
hello@tara-jarmon.be,TaraJBE,Tara Jarmon BE,https://www.tara-jarmon.com/be,BE,mode,0,80,manual,6,false,Vu ta page robe BE — la landing n'affiche pas de boutiques physiques BE pour les retours en magasin,cold,,,, syphax,Extension BE Tara Jarmon. Shopify. ICP BE mode femme. Score 6.
contact@veja-store.be,SebastienBE,Veja BE,https://www.veja-store.com/be,BE,mode,0,35,manual,7,false,Vu ta page V-10 BE — la landing ne propose pas l'argument "Certifié Fair Trade + GOTS = premium justifié" en français belge avec comparateur prix vs Adidas,cold,,,, syphax,Extension BE Veja. Shopify. ICP BE mode durable. Score 7.
hello@ganni.be,GanniBE,Ganni BE,https://www.ganni.com/be-fr,BE,mode,0,70,manual,6,false,Vu ta page robe pois BE — la landing "Responsibility" de Ganni n'est pas traduite avec un angle belge "Certifié GOTS = 0 pesticides sur tes vêtements",cold,,,, syphax,Extension BE Ganni. Shopify. ICP BE mode. Score 6.
contact@garancia.ch,GaranciaCH,Garancia CH,https://www.garancia.fr/ch,CH,beaute,0,60,manual,7,false,Vu ta page "Diaboliquement Pulpeux" CH — le ton décalé de la marque ne propose pas de version bilingue FR/DE pour la Suisse alémanique,cold,,,, syphax,Extension CH Garancia. Shopify. ICP CH beauté. Score 7.
hello@nutrimuscle.ch,NutriMCH,Nutrimuscle CH,https://www.nutrimuscle.com/ch,CH,sante,0,100,manual,7,false,Vu ta page protéine CH — la landing ne propose pas de prix CHF ni de paiement Twint comme option locale pour les acheteurs suisses,cold,,,, syphax,Extension CH Nutrimuscle. Shopify. ICP CH sport santé. Score 7.
contact@bonton.ch,BontonCH,Bonton CH,https://www.bonton.fr/ch,CH,mode,0,120,manual,6,false,Vu ta page enfant CH — la landing ne propose pas les prix en CHF ni un guide taille en centimètres pour les acheteurs suisses,cold,,,, syphax,Extension CH Bonton. Shopify. ICP CH mode enfant premium. Score 6.
hello@horace.ch,MarcCH,Horace CH,https://www.horace.co/ch,CH,beaute,0,40,manual,7,false,Vu ta page moisturizer CH — la landing ne propose pas le paiement Twint comme option native pour le marché suisse des cosmétiques homme,cold,,,, syphax,Extension CH Horace. Shopify. ICP CH beauté homme. Score 7.
contact@christophe-robin.be,ChristRBE,Christophe Robin BE,https://www.christophe-robin.com/be,BE,beaute,0,60,manual,7,false,Vu ta page masque BE — la landing belge ne propose pas de service "Hair Consultation gratuite" en ligne pour les acheteurs BE qui hésitent entre gammes,cold,,,, syphax,Extension BE Christophe Robin. Shopify. ICP BE beauté premium capillaire. Score 7.
hello@leon-and-harper.be,LeonBE,Leon & Harper BE,https://www.leonandharper.com/be,BE,mode,0,60,manual,6,false,Vu ta page robe bohème BE — la landing ne propose pas de section "Portée à Bruxelles par nos clients" avec UGC local pour le marché belge,cold,,,, syphax,Extension BE Leon & Harper. Shopify. ICP BE mode femme. Score 6.
contact@maison-de-vacances.be,MaisonVBE,Maison de Vacances BE,https://www.maison-de-vacances.com/be,BE,maison,0,50,manual,6,false,Vu ta page linge lin BE — la landing ne propose pas d'argument "lin lavé = moins de repassage = parfait pour les Belges qui travaillent" pour le marché local,cold,,,, syphax,Extension BE Maison de Vacances. Shopify. ICP BE maison. Score 6.
hello@izipizi.ae,QuentinAE,Izipizi AE,https://www.izipizi.com/ae,AE,mode,0,80,manual,7,false,Vu ta page lunettes reading AE — la landing ne propose pas de prix AED ni de boutiques Dubai pour les retraits en magasin,cold,,,, syphax,Extension AE Izipizi. Shopify. ICP UAE mode lifestyle. Score 7.
contact@manucurist.ae,GaelleAE,Manucurist AE,https://www.manucurist.com/ae,AE,beaute,0,50,manual,7,false,Vu ta page vernis Green AE — la landing ne propose pas de référence "Certifié sans formaldéhyde = safe UAE" pour rassurer les clientes UAE sensibles aux certifications,cold,,,, syphax,Extension AE Manucurist. Shopify. ICP UAE beauté clean. Score 7.
hello@novoma.ae,LucasAE,Novoma AE,https://novoma.com/ae,AE,sante,0,50,manual,6,false,Vu ta page vitamine D AE — la landing ne propose pas de section "Pourquoi les résidents UAE ont 80% de carences en vitamine D" comme hook conversion ultra-localisé,cold,,,, syphax,Extension AE Novoma. Shopify. ICP UAE santé. Score 6.
contact@ecoalf.ae,EcoalfAE,Ecoalf AE,https://www.ecoalf.com/ae,AE,mode,0,40,manual,6,false,Vu ta page AE recyclée — la landing ne propose pas de compteur "tonnes de déchets évités grâce à tes achats UAE" comme KPI impact local,cold,,,, syphax,Extension AE Ecoalf. Shopify. ICP UAE mode durable. Score 6.
hello@horace.ae,MarcAE,Horace AE,https://www.horace.co/ae,AE,beaute,0,30,manual,6,false,Vu ta page moisturizer AE — la landing ne propose pas de section "Formule testée pour climat chaud + humide de Dubai" pour contextualiser le produit au marché AE,cold,,,, syphax,Extension AE Horace. Shopify. ICP UAE beauté homme. Score 6.
contact@ba-sh.ma,BarbaraMA,Ba&sh MA,https://www.ba-sh.com/ma,MA,mode,0,60,manual,6,false,Vu ta page collection MA — la landing ne propose pas de paiement CMI (carte bancaire marocaine) ni de livraison Amana Express MA,cold,,,, syphax,Extension MA Ba&sh. Shopify. ICP MA mode premium. Score 6.
hello@respire.ma,JustineMA,Respire MA,https://respire.co/ma,MA,beaute,0,30,manual,6,false,Vu ta page déodorant MA — la landing ne propose pas de certification "sans perturbateur endocrinien reconnu Maroc" pour rassurer les acheteurs MA sensibles aux labels,cold,,,, syphax,Extension MA Respire. Shopify. ICP MA beauté naturelle. Score 6.
contact@circlesportswear.ma,AlexMA,Circle Sportswear MA,https://circlesportswear.com/ma,MA,sport,0,30,manual,6,false,Vu ta page running MA — la landing ne propose pas de paiement en plusieurs fois local (CMI faciliti) pour rendre le premium accessible au marché MA,cold,,,, syphax,Extension MA Circle Sportswear. Shopify. ICP MA sport. Score 6.
hello@novoma.sa,LucasSA,Novoma SA,https://novoma.com/sa,SA,sante,0,50,manual,6,false,Vu ta page vitamine D SA — la landing ne propose pas de texte en arabe sur la fiche produit alors que 85% des acheteurs KSA lisent en arabe,cold,,,, syphax,Extension SA Novoma. Shopify. ICP SA santé. Score 6.
contact@manucurist.ma,GaelleMA,Manucurist MA,https://www.manucurist.com/ma,MA,beaute,0,25,manual,5,false,Vu ta page vernis MA — la landing ne propose pas de paiement CMI ni de livraison Amana pour le marché marocain,cold,,,, syphax,Extension MA Manucurist. Shopify. Score 5 — marché plus petit.
hello@loom.ma,GuillaumeMA,Loom MA,https://www.loom.fr/ma,MA,mode,0,40,manual,6,false,Vu ta page jean bio MA — la landing ne propose pas d'argument "porté à Casablanca par des hommes qui choisissent l'éthique" pour localiser le message,cold,,,, syphax,Extension MA Loom. Shopify. ICP MA mode durable. Score 6.
contact@izipizi.ma,QuentinMA,Izipizi MA,https://www.izipizi.com/ma,MA,mode,0,40,manual,6,false,Vu ta page lunettes MA — la landing ne propose pas de prix en MAD ni de boutiques Casablanca / Rabat pour les retraits,cold,,,, syphax,Extension MA Izipizi. Shopify. ICP MA mode lifestyle. Score 6.
hello@squatwolf.eg,WajdanEG,Squatwolf EG,https://squatwolf.com/en-eg,EG,sport,0,80,manual,7,true,Vu ta page legging EG — la landing ne propose pas de paiement Fawry (paiement cash local Egypte) pour atteindre les acheteurs sans carte bancaire,cold,,,, syphax,Extension EG Squatwolf. Shopify confirmé. ICP EG sport. Score 7.
contact@thegivingmovement.eg,DominicEG,The Giving Movement EG,https://thegivingmovement.com/eg,EG,sport,0,60,manual,7,false,Vu ta page EG — la landing ne propose pas l'argument "4$ donnés = 1 repas pour 1 enfant égyptien" pour contextualiser l'impact social localement,cold,,,, syphax,Extension EG The Giving Movement. Shopify. ICP EG sport. Score 7.
hello@horace.sa,MarcSA,Horace SA,https://www.horace.co/sa,SA,beaute,0,25,manual,6,false,Vu ta page moisturizer SA — la landing ne propose pas de version Arabic avec liste INCI traduite pour rassurer les acheteurs KSA sensibles aux ingrédients,cold,,,, syphax,Extension SA Horace. Shopify. ICP SA beauté homme. Score 6.
